"Site","scientific_name","abundance","Dev_10","Dev_1","BodySize","LHSCategory","VoltinismCategory","LarvalHabitatCategory","meanLight","X","temp_sd","temp_niche","precip_niche","mean_temp","mean_rh","mean_hsi"
"Bowa","Melanolestes picipes",0,0.278,0.132,11,"Carnivore","Not Univoltine","Below Ground",0.011,26,3.393582328,15.71629513,280.8249619,0.098666667,2.606666667,0.665333333
"Bowa","Necrophila americana",2,0.278,0.132,16.5,"Detrivore","Not Univoltine","Host Organisms",0.011,27,3.803828003,9.946387186,185.6005352,0.098666667,2.606666667,0.665333333
"Bowa","Neoconocephalus triops",0,0.278,0.132,32,"Herbivore","Not Univoltine","Above Ground",0.011,28,3.210431029,20.10061369,417.8157173,0.098666667,2.606666667,0.665333333
"Bowa","Neoscapteriscus borellii",0,0.278,0.132,30,"Omnivore","Not Univoltine","Below Ground",0.011,29,2.197509832,19.64229657,339.6529995,0.098666667,2.606666667,0.665333333
"Bowa","Odontotaenius disjunctus",0,0.278,0.132,34,"Detrivore","Not Univoltine","Host Organisms",0.011,30,2.867320956,15.1031041,178.7574571,0.098666667,2.606666667,0.665333333
"Bowa","Pelidnota punctata",4,0.278,0.132,22,"Detrivore","Univoltine","Host Organisms",0.011,31,4.092217859,12.24612056,199.7355466,0.098666667,2.606666667,0.665333333
"Bowa","Periplaneta americana",0,0.278,0.132,38,"Omnivore","Not Univoltine","Above Ground",0.011,32,4.550952118,19.29366936,652.3451318,0.098666667,2.606666667,0.665333333
"Bowa","Phileurus truncatus",0,0.278,0.132,35,"Detrivore","Univoltine","Host Organisms",0.011,33,2.613509282,17.48283238,536.6655037,0.098666667,2.606666667,0.665333333
"Bowa","Phileurus valgus",4,0.278,0.132,23,"Detrivore","Not Univoltine","Host Organisms",0.011,34,3.799385076,19.61372223,518.4596177,0.098666667,2.606666667,0.665333333
"Bowa","Plecia nearctica",35,0.278,0.132,7.5,"Herbivore","Not Univoltine","Below Ground",0.011,35,1.590850507,20.60130879,186.9380702,0.098666667,2.606666667,0.665333333
"Bowa","Prionus imbricornis",14,0.278,0.132,37.5,"Herbivore","Univoltine","Host Organisms",0.011,36,2.460587086,15.54560244,210.7607299,0.098666667,2.606666667,0.665333333
"Bowa","Prionus pocularis",1,0.278,0.132,34.5,"Herbivore","Univoltine","Host Organisms",0.011,37,4.31687261,16.53668411,208.7352795,0.098666667,2.606666667,0.665333333
"Bowa","Prosapia bicincta",57,0.278,0.132,9,"Herbivore","Not Univoltine","Above Ground",0.011,38,3.309394617,16.4110585,242.7841883,0.098666667,2.606666667,0.665333333
"Bowa","Rhiginia cruciata",0,0.278,0.132,14,"Carnivore","Not Univoltine","Above Ground",0.011,39,3.497387502,13.84812292,189.0335705,0.098666667,2.606666667,0.665333333
"Bowa","Stilpnochlora couloniana",0,0.278,0.132,65,"Herbivore","Not Univoltine","Above Ground",0.011,40,1.189971606,21.47495427,100.2198216,0.098666667,2.606666667,0.665333333
"Bowa","Tabanus atratus",0,0.278,0.132,26.5,"Carnivore","Not Univoltine","Freshwater",0.011,41,5.122225784,14.40390206,244.4569649,0.098666667,2.606666667,0.665333333
"Bowa","Tylozygus bifidus",0,0.278,0.132,3.5,"Herbivore","Not Univoltine","Above Ground",0.011,42,4.989319897,13.9746743,217.5448146,0.098666667,2.606666667,0.665333333
"Bowa","Tylozygus geometricus",0,0.278,0.132,4,"Herbivore","Univoltine","Above Ground",0.011,43,4.641709082,17.62587563,815.336067,0.098666667,2.606666667,0.665333333
"Cofr","Acanalonia servillei",5,0.58,0.756,14.5,"Herbivore","Univoltine","Above Ground",1.209375,1,2.814574114,18.9848057,160.2293058,0.550980392,-1.050980392,0.844705882
"Cofr","Alcaeorrhynchus grandis",0,0.58,0.756,20,"Carnivore","Not Univoltine","Above Ground",1.209375,2,2.774406005,20.48452928,454.3019103,0.550980392,-1.050980392,0.844705882
"Cofr","Anomala innuba",5,0.58,0.756,7.5,"Herbivore","Not Univoltine","Below Ground",1.209375,3,4.161788855,17.13737114,313.8013591,0.550980392,-1.050980392,0.844705882
"Cofr","Blattella asahinai",0,0.58,0.756,14.5,"Herbivore","Not Univoltine","Above Ground",1.209375,4,3.357534769,20.5431857,409.9292686,0.550980392,-1.050980392,0.844705882
"Cofr","Callistethus marginatus",38,0.58,0.756,13.5,"Herbivore","Not Univoltine","Below Ground",1.209375,5,3.760432976,18.84381451,329.0840456,0.550980392,-1.050980392,0.844705882
"Cofr","Calosoma scrutator",0,0.58,0.756,30,"Carnivore","Univoltine","Above Ground",1.209375,6,3.423135963,16.23572511,312.1091903,0.550980392,-1.050980392,0.844705882
"Cofr","Camponotus castaneus",1,0.58,0.756,8.5,"Omnivore","Not Univoltine","Host Organisms",1.209375,7,2.703514474,14.8671382,168.1424791,0.550980392,-1.050980392,0.844705882
"Cofr","Camponotus floridanus",2,0.58,0.756,8.5,"Omnivore","Not Univoltine","Host Organisms",1.209375,8,1.527474265,22.15109106,116.3350662,0.550980392,-1.050980392,0.844705882
"Cofr","Chauliodes rastricornis",3,0.58,0.756,35,"Omnivore","Not Univoltine","Freshwater",1.209375,9,5.553216124,12.11113952,225.027367,0.550980392,-1.050980392,0.844705882
"Cofr","Climaciella brunnea",0,0.58,0.756,26.5,"Carnivore","Not Univoltine","Host Organisms",1.209375,10,5.805910463,10.98058873,329.4529416,0.550980392,-1.050980392,0.844705882
"Cofr","Corydalus cornutus",0,0.58,0.756,54,"Omnivore","Univoltine","Freshwater",1.209375,11,3.590081915,12.49320611,209.5000234,0.550980392,-1.050980392,0.844705882
"Cofr","Cybister fimbriolatus",9,0.58,0.756,29.5,"Carnivore","Univoltine","Freshwater",1.209375,12,4.367067784,17.27847222,303.0526646,0.550980392,-1.050980392,0.844705882
"Cofr","Dichotomius carolinus",0,0.58,0.756,25,"Detrivore","Univoltine","Above Ground",1.209375,13,3.645123451,16.27639116,382.8505775,0.550980392,-1.050980392,0.844705882
"Cofr","Dicromantispa interrupta",1,0.58,0.756,22.5,"Omnivore","Not Univoltine","Host Organisms",1.209375,14,4.084355045,18.23094967,290.3583934,0.550980392,-1.050980392,0.844705882
"Cofr","Draeculacephala inscripta",0,0.58,0.756,7,"Herbivore","Not Univoltine","Above Ground",1.209375,15,3.615212978,18.33695889,230.7082367,0.550980392,-1.050980392,0.844705882
"Cofr","Erythroneura calyculata",2,0.58,0.756,3,"Herbivore","Not Univoltine","Above Ground",1.209375,16,2.647080251,14.60460152,132.5692445,0.550980392,-1.050980392,0.844705882
"Cofr","Euphoria sepulcralis",0,0.58,0.756,11.5,"Herbivore","Univoltine","Below Ground",1.209375,17,4.111756347,18.23663889,264.3360603,0.550980392,-1.050980392,0.844705882
"Cofr","Graminella cognita",0,0.58,0.756,2.5,"Herbivore","Not Univoltine","Above Ground",1.209375,18,2.412539929,23.99428569,824.8801512,0.550980392,-1.050980392,0.844705882
"Cofr","Harmonia axyridis",0,0.58,0.756,6.5,"Carnivore","Not Univoltine","Above Ground",1.209375,19,3.389608143,10.96073879,264.8033391,0.550980392,-1.050980392,0.844705882
"Cofr","Hydaticus bimarginatus",285,0.58,0.756,12.5,"Carnivore","Univoltine","Freshwater",1.209375,20,2.726294637,19.89893623,232.1009176,0.550980392,-1.050980392,0.844705882
"Cofr","Hydrophilus ovatus",1,0.58,0.756,32.5,"Carnivore","Not Univoltine","Freshwater",1.209375,21,5.479040487,13.91560081,302.9866971,0.550980392,-1.050980392,0.844705882
"Cofr","Lethocerus uhleri",1,0.58,0.756,48.5,"Carnivore","Not Univoltine","Freshwater",1.209375,22,2.778628379,19.03878067,235.222943,0.550980392,-1.050980392,0.844705882
"Cofr","Lytta polita",0,0.58,0.756,17.5,"Carnivore","Univoltine","Host Organisms",1.209375,23,2.476064059,18.67874616,147.4156111,0.550980392,-1.050980392,0.844705882
"Cofr","Mallodon dasystomus",1,0.58,0.756,35,"Herbivore","Univoltine","Host Organisms",1.209375,24,3.225231248,20.38207789,685.2793058,0.550980392,-1.050980392,0.844705882
"Cofr","Megalodacne fasciata",1,0.58,0.756,12.5,"Herbivore","Not Univoltine","Host Organisms",1.209375,25,3.826856013,14.56446452,211.875959,0.550980392,-1.050980392,0.844705882
"Cofr","Melanolestes picipes",0,0.58,0.756,11,"Carnivore","Not Univoltine","Below Ground",1.209375,26,3.393582328,15.71629513,280.8249619,0.550980392,-1.050980392,0.844705882
"Cofr","Necrophila americana",0,0.58,0.756,16.5,"Detrivore","Not Univoltine","Host Organisms",1.209375,27,3.803828003,9.946387186,185.6005352,0.550980392,-1.050980392,0.844705882
"Cofr","Neoconocephalus triops",0,0.58,0.756,32,"Herbivore","Not Univoltine","Above Ground",1.209375,28,3.210431029,20.10061369,417.8157173,0.550980392,-1.050980392,0.844705882
"Cofr","Neoscapteriscus borellii",0,0.58,0.756,30,"Omnivore","Not Univoltine","Below Ground",1.209375,29,2.197509832,19.64229657,339.6529995,0.550980392,-1.050980392,0.844705882
"Cofr","Odontotaenius disjunctus",0,0.58,0.756,34,"Detrivore","Not Univoltine","Host Organisms",1.209375,30,2.867320956,15.1031041,178.7574571,0.550980392,-1.050980392,0.844705882
"Cofr","Pelidnota punctata",3,0.58,0.756,22,"Detrivore","Univoltine","Host Organisms",1.209375,31,4.092217859,12.24612056,199.7355466,0.550980392,-1.050980392,0.844705882
"Cofr","Periplaneta americana",0,0.58,0.756,38,"Omnivore","Not Univoltine","Above Ground",1.209375,32,4.550952118,19.29366936,652.3451318,0.550980392,-1.050980392,0.844705882
"Cofr","Phileurus truncatus",0,0.58,0.756,35,"Detrivore","Univoltine","Host Organisms",1.209375,33,2.613509282,17.48283238,536.6655037,0.550980392,-1.050980392,0.844705882
"Cofr","Phileurus valgus",0,0.58,0.756,23,"Detrivore","Not Univoltine","Host Organisms",1.209375,34,3.799385076,19.61372223,518.4596177,0.550980392,-1.050980392,0.844705882
"Cofr","Plecia nearctica",12,0.58,0.756,7.5,"Herbivore","Not Univoltine","Below Ground",1.209375,35,1.590850507,20.60130879,186.9380702,0.550980392,-1.050980392,0.844705882
"Cofr","Prionus imbricornis",2,0.58,0.756,37.5,"Herbivore","Univoltine","Host Organisms",1.209375,36,2.460587086,15.54560244,210.7607299,0.550980392,-1.050980392,0.844705882
"Cofr","Prionus pocularis",2,0.58,0.756,34.5,"Herbivore","Univoltine","Host Organisms",1.209375,37,4.31687261,16.53668411,208.7352795,0.550980392,-1.050980392,0.844705882
"Cofr","Prosapia bicincta",13,0.58,0.756,9,"Herbivore","Not Univoltine","Above Ground",1.209375,38,3.309394617,16.4110585,242.7841883,0.550980392,-1.050980392,0.844705882
"Cofr","Rhiginia cruciata",0,0.58,0.756,14,"Carnivore","Not Univoltine","Above Ground",1.209375,39,3.497387502,13.84812292,189.0335705,0.550980392,-1.050980392,0.844705882
"Cofr","Stilpnochlora couloniana",0,0.58,0.756,65,"Herbivore","Not Univoltine","Above Ground",1.209375,40,1.189971606,21.47495427,100.2198216,0.550980392,-1.050980392,0.844705882
"Cofr","Tabanus atratus",0,0.58,0.756,26.5,"Carnivore","Not Univoltine","Freshwater",1.209375,41,5.122225784,14.40390206,244.4569649,0.550980392,-1.050980392,0.844705882
"Cofr","Tylozygus bifidus",0,0.58,0.756,3.5,"Herbivore","Not Univoltine","Above Ground",1.209375,42,4.989319897,13.9746743,217.5448146,0.550980392,-1.050980392,0.844705882
"Cofr","Tylozygus geometricus",0,0.58,0.756,4,"Herbivore","Univoltine","Above Ground",1.209375,43,4.641709082,17.62587563,815.336067,0.550980392,-1.050980392,0.844705882
"Demi","Acanalonia servillei",6,0.396,0.37,14.5,"Herbivore","Univoltine","Above Ground",0.178,1,2.814574114,18.9848057,160.2293058,0.769120287,-0.259245961,0.898204668
"Demi","Alcaeorrhynchus grandis",1,0.396,0.37,20,"Carnivore","Not Univoltine","Above Ground",0.178,2,2.774406005,20.48452928,454.3019103,0.769120287,-0.259245961,0.898204668
"Demi","Anomala innuba",3,0.396,0.37,7.5,"Herbivore","Not Univoltine","Below Ground",0.178,3,4.161788855,17.13737114,313.8013591,0.769120287,-0.259245961,0.898204668
"Demi","Blattella asahinai",0,0.396,0.37,14.5,"Herbivore","Not Univoltine","Above Ground",0.178,4,3.357534769,20.5431857,409.9292686,0.769120287,-0.259245961,0.898204668
"Demi","Callistethus marginatus",3,0.396,0.37,13.5,"Herbivore","Not Univoltine","Below Ground",0.178,5,3.760432976,18.84381451,329.0840456,0.769120287,-0.259245961,0.898204668
"Demi","Calosoma scrutator",0,0.396,0.37,30,"Carnivore","Univoltine","Above Ground",0.178,6,3.423135963,16.23572511,312.1091903,0.769120287,-0.259245961,0.898204668
"Demi","Camponotus castaneus",0,0.396,0.37,8.5,"Omnivore","Not Univoltine","Host Organisms",0.178,7,2.703514474,14.8671382,168.1424791,0.769120287,-0.259245961,0.898204668
"Demi","Camponotus floridanus",0,0.396,0.37,8.5,"Omnivore","Not Univoltine","Host Organisms",0.178,8,1.527474265,22.15109106,116.3350662,0.769120287,-0.259245961,0.898204668
"Demi","Chauliodes rastricornis",7,0.396,0.37,35,"Omnivore","Not Univoltine","Freshwater",0.178,9,5.553216124,12.11113952,225.027367,0.769120287,-0.259245961,0.898204668
"Demi","Climaciella brunnea",0,0.396,0.37,26.5,"Carnivore","Not Univoltine","Host Organisms",0.178,10,5.805910463,10.98058873,329.4529416,0.769120287,-0.259245961,0.898204668
"Demi","Corydalus cornutus",0,0.396,0.37,54,"Omnivore","Univoltine","Freshwater",0.178,11,3.590081915,12.49320611,209.5000234,0.769120287,-0.259245961,0.898204668
"Demi","Cybister fimbriolatus",2,0.396,0.37,29.5,"Carnivore","Univoltine","Freshwater",0.178,12,4.367067784,17.27847222,303.0526646,0.769120287,-0.259245961,0.898204668
"Demi","Dichotomius carolinus",1,0.396,0.37,25,"Detrivore","Univoltine","Above Ground",0.178,13,3.645123451,16.27639116,382.8505775,0.769120287,-0.259245961,0.898204668
"Demi","Dicromantispa interrupta",0,0.396,0.37,22.5,"Omnivore","Not Univoltine","Host Organisms",0.178,14,4.084355045,18.23094967,290.3583934,0.769120287,-0.259245961,0.898204668
"Demi","Draeculacephala inscripta",0,0.396,0.37,7,"Herbivore","Not Univoltine","Above Ground",0.178,15,3.615212978,18.33695889,230.7082367,0.769120287,-0.259245961,0.898204668
"Demi","Erythroneura calyculata",2,0.396,0.37,3,"Herbivore","Not Univoltine","Above Ground",0.178,16,2.647080251,14.60460152,132.5692445,0.769120287,-0.259245961,0.898204668
"Demi","Euphoria sepulcralis",1,0.396,0.37,11.5,"Herbivore","Univoltine","Below Ground",0.178,17,4.111756347,18.23663889,264.3360603,0.769120287,-0.259245961,0.898204668
"Demi","Graminella cognita",0,0.396,0.37,2.5,"Herbivore","Not Univoltine","Above Ground",0.178,18,2.412539929,23.99428569,824.8801512,0.769120287,-0.259245961,0.898204668
"Demi","Harmonia axyridis",0,0.396,0.37,6.5,"Carnivore","Not Univoltine","Above Ground",0.178,19,3.389608143,10.96073879,264.8033391,0.769120287,-0.259245961,0.898204668
"Demi","Hydaticus bimarginatus",116,0.396,0.37,12.5,"Carnivore","Univoltine","Freshwater",0.178,20,2.726294637,19.89893623,232.1009176,0.769120287,-0.259245961,0.898204668
"Demi","Hydrophilus ovatus",0,0.396,0.37,32.5,"Carnivore","Not Univoltine","Freshwater",0.178,21,5.479040487,13.91560081,302.9866971,0.769120287,-0.259245961,0.898204668
"Demi","Lethocerus uhleri",5,0.396,0.37,48.5,"Carnivore","Not Univoltine","Freshwater",0.178,22,2.778628379,19.03878067,235.222943,0.769120287,-0.259245961,0.898204668
"Demi","Lytta polita",0,0.396,0.37,17.5,"Carnivore","Univoltine","Host Organisms",0.178,23,2.476064059,18.67874616,147.4156111,0.769120287,-0.259245961,0.898204668
"Demi","Mallodon dasystomus",0,0.396,0.37,35,"Herbivore","Univoltine","Host Organisms",0.178,24,3.225231248,20.38207789,685.2793058,0.769120287,-0.259245961,0.898204668
"Demi","Megalodacne fasciata",6,0.396,0.37,12.5,"Herbivore","Not Univoltine","Host Organisms",0.178,25,3.826856013,14.56446452,211.875959,0.769120287,-0.259245961,0.898204668
"Demi","Melanolestes picipes",0,0.396,0.37,11,"Carnivore","Not Univoltine","Below Ground",0.178,26,3.393582328,15.71629513,280.8249619,0.769120287,-0.259245961,0.898204668
"Demi","Necrophila americana",1,0.396,0.37,16.5,"Detrivore","Not Univoltine","Host Organisms",0.178,27,3.803828003,9.946387186,185.6005352,0.769120287,-0.259245961,0.898204668
"Demi","Neoconocephalus triops",0,0.396,0.37,32,"Herbivore","Not Univoltine","Above Ground",0.178,28,3.210431029,20.10061369,417.8157173,0.769120287,-0.259245961,0.898204668
"Demi","Neoscapteriscus borellii",0,0.396,0.37,30,"Omnivore","Not Univoltine","Below Ground",0.178,29,2.197509832,19.64229657,339.6529995,0.769120287,-0.259245961,0.898204668
"Demi","Odontotaenius disjunctus",0,0.396,0.37,34,"Detrivore","Not Univoltine","Host Organisms",0.178,30,2.867320956,15.1031041,178.7574571,0.769120287,-0.259245961,0.898204668
"Demi","Pelidnota punctata",4,0.396,0.37,22,"Detrivore","Univoltine","Host Organisms",0.178,31,4.092217859,12.24612056,199.7355466,0.769120287,-0.259245961,0.898204668
"Demi","Periplaneta americana",0,0.396,0.37,38,"Omnivore","Not Univoltine","Above Ground",0.178,32,4.550952118,19.29366936,652.3451318,0.769120287,-0.259245961,0.898204668
"Demi","Phileurus truncatus",1,0.396,0.37,35,"Detrivore","Univoltine","Host Organisms",0.178,33,2.613509282,17.48283238,536.6655037,0.769120287,-0.259245961,0.898204668
"Demi","Phileurus valgus",0,0.396,0.37,23,"Detrivore","Not Univoltine","Host Organisms",0.178,34,3.799385076,19.61372223,518.4596177,0.769120287,-0.259245961,0.898204668
"Demi","Plecia nearctica",25,0.396,0.37,7.5,"Herbivore","Not Univoltine","Below Ground",0.178,35,1.590850507,20.60130879,186.9380702,0.769120287,-0.259245961,0.898204668
"Demi","Prionus imbricornis",1,0.396,0.37,37.5,"Herbivore","Univoltine","Host Organisms",0.178,36,2.460587086,15.54560244,210.7607299,0.769120287,-0.259245961,0.898204668
"Demi","Prionus pocularis",1,0.396,0.37,34.5,"Herbivore","Univoltine","Host Organisms",0.178,37,4.31687261,16.53668411,208.7352795,0.769120287,-0.259245961,0.898204668
"Demi","Prosapia bicincta",2,0.396,0.37,9,"Herbivore","Not Univoltine","Above Ground",0.178,38,3.309394617,16.4110585,242.7841883,0.769120287,-0.259245961,0.898204668
"Demi","Rhiginia cruciata",0,0.396,0.37,14,"Carnivore","Not Univoltine","Above Ground",0.178,39,3.497387502,13.84812292,189.0335705,0.769120287,-0.259245961,0.898204668
"Demi","Stilpnochlora couloniana",0,0.396,0.37,65,"Herbivore","Not Univoltine","Above Ground",0.178,40,1.189971606,21.47495427,100.2198216,0.769120287,-0.259245961,0.898204668
"Demi","Tabanus atratus",0,0.396,0.37,26.5,"Carnivore","Not Univoltine","Freshwater",0.178,41,5.122225784,14.40390206,244.4569649,0.769120287,-0.259245961,0.898204668
"Demi","Tylozygus bifidus",0,0.396,0.37,3.5,"Herbivore","Not Univoltine","Above Ground",0.178,42,4.989319897,13.9746743,217.5448146,0.769120287,-0.259245961,0.898204668
"Demi","Tylozygus geometricus",0,0.396,0.37,4,"Herbivore","Univoltine","Above Ground",0.178,43,4.641709082,17.62587563,815.336067,0.769120287,-0.259245961,0.898204668
"Joma","Acanalonia servillei",3,0.611,0.642,14.5,"Herbivore","Univoltine","Above Ground",1.7018,1,2.814574114,18.9848057,160.2293058,0.544927536,-1.087681159,1.272463768
"Joma","Alcaeorrhynchus grandis",0,0.611,0.642,20,"Carnivore","Not Univoltine","Above Ground",1.7018,2,2.774406005,20.48452928,454.3019103,0.544927536,-1.087681159,1.272463768
"Joma","Anomala innuba",5,0.611,0.642,7.5,"Herbivore","Not Univoltine","Below Ground",1.7018,3,4.161788855,17.13737114,313.8013591,0.544927536,-1.087681159,1.272463768
"Joma","Blattella asahinai",1,0.611,0.642,14.5,"Herbivore","Not Univoltine","Above Ground",1.7018,4,3.357534769,20.5431857,409.9292686,0.544927536,-1.087681159,1.272463768
"Joma","Callistethus marginatus",14,0.611,0.642,13.5,"Herbivore","Not Univoltine","Below Ground",1.7018,5,3.760432976,18.84381451,329.0840456,0.544927536,-1.087681159,1.272463768
"Joma","Calosoma scrutator",1,0.611,0.642,30,"Carnivore","Univoltine","Above Ground",1.7018,6,3.423135963,16.23572511,312.1091903,0.544927536,-1.087681159,1.272463768
"Joma","Camponotus castaneus",2,0.611,0.642,8.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,7,2.703514474,14.8671382,168.1424791,0.544927536,-1.087681159,1.272463768
"Joma","Camponotus floridanus",2,0.611,0.642,8.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,8,1.527474265,22.15109106,116.3350662,0.544927536,-1.087681159,1.272463768
"Joma","Chauliodes rastricornis",35,0.611,0.642,35,"Omnivore","Not Univoltine","Freshwater",1.7018,9,5.553216124,12.11113952,225.027367,0.544927536,-1.087681159,1.272463768
"Joma","Climaciella brunnea",1,0.611,0.642,26.5,"Carnivore","Not Univoltine","Host Organisms",1.7018,10,5.805910463,10.98058873,329.4529416,0.544927536,-1.087681159,1.272463768
"Joma","Corydalus cornutus",3,0.611,0.642,54,"Omnivore","Univoltine","Freshwater",1.7018,11,3.590081915,12.49320611,209.5000234,0.544927536,-1.087681159,1.272463768
"Joma","Cybister fimbriolatus",2,0.611,0.642,29.5,"Carnivore","Univoltine","Freshwater",1.7018,12,4.367067784,17.27847222,303.0526646,0.544927536,-1.087681159,1.272463768
"Joma","Dichotomius carolinus",0,0.611,0.642,25,"Detrivore","Univoltine","Above Ground",1.7018,13,3.645123451,16.27639116,382.8505775,0.544927536,-1.087681159,1.272463768
"Joma","Dicromantispa interrupta",0,0.611,0.642,22.5,"Omnivore","Not Univoltine","Host Organisms",1.7018,14,4.084355045,18.23094967,290.3583934,0.544927536,-1.087681159,1.272463768
"Joma","Draeculacephala inscripta",0,0.611,0.642,7,"Herbivore","Not Univoltine","Above Ground",1.7018,15,3.615212978,18.33695889,230.7082367,0.544927536,-1.087681159,1.272463768
"Joma","Erythroneura calyculata",0,0.611,0.642,3,"Herbivore","Not Univoltine","Above Ground",1.7018,16,2.647080251,14.60460152,132.5692445,0.544927536,-1.087681159,1.272463768
"Joma","Euphoria sepulcralis",0,0.611,0.642,11.5,"Herbivore","Univoltine","Below Ground",1.7018,17,4.111756347,18.23663889,264.3360603,0.544927536,-1.087681159,1.272463768
"Joma","Graminella cognita",0,0.611,0.642,2.5,"Herbivore","Not Univoltine","Above Ground",1.7018,18,2.412539929,23.99428569,824.8801512,0.544927536,-1.087681159,1.272463768
"Joma","Harmonia axyridis",2,0.611,0.642,6.5,"Carnivore","Not Univoltine","Above Ground",1.7018,19,3.389608143,10.96073879,264.8033391,0.544927536,-1.087681159,1.272463768
"Joma","Hydaticus bimarginatus",68,0.611,0.642,12.5,"Carnivore","Univoltine","Freshwater",1.7018,20,2.726294637,19.89893623,232.1009176,0.544927536,-1.087681159,1.272463768
"Joma","Hydrophilus ovatus",3,0.611,0.642,32.5,"Carnivore","Not Univoltine","Freshwater",1.7018,21,5.479040487,13.91560081,302.9866971,0.544927536,-1.087681159,1.272463768
"Joma","Lethocerus uhleri",3,0.611,0.642,48.5,"Carnivore","Not Univoltine","Freshwater",1.7018,22,2.778628379,19.03878067,235.222943,0.544927536,-1.087681159,1.272463768
"Joma","Lytta polita",0,0.611,0.642,17.5,"Carnivore","Univoltine","Host Organisms",1.7018,23,2.476064059,18.67874616,147.4156111,0.544927536,-1.087681159,1.272463768
"Joma","Mallodon dasystomus",0,0.611,0.642,35,"Herbivore","Univoltine","Host Organisms",1.7018,24,3.225231248,20.38207789,685.2793058,0.544927536,-1.087681159,1.272463768
"Joma","Megalodacne fasciata",0,0.611,0.642,12.5,"Herbivore","Not Univoltine","Host Organisms",1.7018,25,3.826856013,14.56446452,211.875959,0.544927536,-1.087681159,1.272463768
"Joma","Melanolestes picipes",0,0.611,0.642,11,"Carnivore","Not Univoltine","Below Ground",1.7018,26,3.393582328,15.71629513,280.8249619,0.544927536,-1.087681159,1.272463768
"Joma","Necrophila americana",0,0.611,0.642,16.5,"Detrivore","Not Univoltine","Host Organisms",1.7018,27,3.803828003,9.946387186,185.6005352,0.544927536,-1.087681159,1.272463768
"Joma","Neoconocephalus triops",0,0.611,0.642,32,"Herbivore","Not Univoltine","Above Ground",1.7018,28,3.210431029,20.10061369,417.8157173,0.544927536,-1.087681159,1.272463768
"Joma","Neoscapteriscus borellii",0,0.611,0.642,30,"Omnivore","Not Univoltine","Below Ground",1.7018,29,2.197509832,19.64229657,339.6529995,0.544927536,-1.087681159,1.272463768
"Joma","Odontotaenius disjunctus",0,0.611,0.642,34,"Detrivore","Not Univoltine","Host Organisms",1.7018,30,2.867320956,15.1031041,178.7574571,0.544927536,-1.087681159,1.272463768
"Joma","Pelidnota punctata",1,0.611,0.642,22,"Detrivore","Univoltine","Host Organisms",1.7018,31,4.092217859,12.24612056,199.7355466,0.544927536,-1.087681159,1.272463768
"Joma","Periplaneta americana",0,0.611,0.642,38,"Omnivore","Not Univoltine","Above Ground",1.7018,32,4.550952118,19.29366936,652.3451318,0.544927536,-1.087681159,1.272463768
"Joma","Phileurus truncatus",1,0.611,0.642,35,"Detrivore","Univoltine","Host Organisms",1.7018,33,2.613509282,17.48283238,536.6655037,0.544927536,-1.087681159,1.272463768
"Joma","Phileurus valgus",0,0.611,0.642,23,"Detrivore","Not Univoltine","Host Organisms",1.7018,34,3.799385076,19.61372223,518.4596177,0.544927536,-1.087681159,1.272463768
"Joma","Plecia nearctica",5,0.611,0.642,7.5,"Herbivore","Not Univoltine","Below Ground",1.7018,35,1.590850507,20.60130879,186.9380702,0.544927536,-1.087681159,1.272463768
"Joma","Prionus imbricornis",0,0.611,0.642,37.5,"Herbivore","Univoltine","Host Organisms",1.7018,36,2.460587086,15.54560244,210.7607299,0.544927536,-1.087681159,1.272463768
"Joma","Prionus pocularis",1,0.611,0.642,34.5,"Herbivore","Univoltine","Host Organisms",1.7018,37,4.31687261,16.53668411,208.7352795,0.544927536,-1.087681159,1.272463768
"Joma","Prosapia bicincta",9,0.611,0.642,9,"Herbivore","Not Univoltine","Above Ground",1.7018,38,3.309394617,16.4110585,242.7841883,0.544927536,-1.087681159,1.272463768
"Joma","Rhiginia cruciata",0,0.611,0.642,14,"Carnivore","Not Univoltine","Above Ground",1.7018,39,3.497387502,13.84812292,189.0335705,0.544927536,-1.087681159,1.272463768
"Joma","Stilpnochlora couloniana",0,0.611,0.642,65,"Herbivore","Not Univoltine","Above Ground",1.7018,40,1.189971606,21.47495427,100.2198216,0.544927536,-1.087681159,1.272463768
"Joma","Tabanus atratus",0,0.611,0.642,26.5,"Carnivore","Not Univoltine","Freshwater",1.7018,41,5.122225784,14.40390206,244.4569649,0.544927536,-1.087681159,1.272463768
"Joma","Tylozygus bifidus",1,0.611,0.642,3.5,"Herbivore","Not Univoltine","Above Ground",1.7018,42,4.989319897,13.9746743,217.5448146,0.544927536,-1.087681159,1.272463768
"Joma","Tylozygus geometricus",0,0.611,0.642,4,"Herbivore","Univoltine","Above Ground",1.7018,43,4.641709082,17.62587563,815.336067,0.544927536,-1.087681159,1.272463768
"Prcr","Acanalonia servillei",3,0.044,0.035,14.5,"Herbivore","Univoltine","Above Ground",0,1,2.814574114,18.9848057,160.2293058,0.763671875,-0.752734375,0.9640625
"Prcr","Alcaeorrhynchus grandis",0,0.044,0.035,20,"Carnivore","Not Univoltine","Above Ground",0,2,2.774406005,20.48452928,454.3019103,0.763671875,-0.752734375,0.9640625
